Name,Average User Rating,User Rating Count,Price,In-app Purchases,Age Rating,Languages,Size,Genres,Original Release Date,Current Version Release Date
Platoon Troops,4,3306,0,No,4+,EN,133777408, Strategy. Puzzle. Entertainment,20/12/2018,20/12/2018
LetsCode:Swift,4,3306,9.99,No,4+,AR. HY. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. FA. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. UK. VI,139311104,Education. Strategy.  Puzzle,3/01/2019,3/01/2019
LetsCode:Java,4,3306,9.99,No,4+,AR. HY. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. FA. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. UK. VI,139302912,Education. Puzzle.  Strategy,3/01/2019,3/01/2019
Tanks Blast,4,3306,0,No,4+,EN,41994240, Strategy. Casual. Shopping,20/12/2018,20/12/2018
TANKATAP tank battles,4,3306,0,No,9+,EN,19981312, Casual. Strategy,23/12/2018,23/12/2018
Indian Ludo,4,3306,1.99,No,4+,EN,6169600, Entertainment. Board. Strategy,11/01/2019,11/01/2019
SnowBall Downhill,4,3306,0,No,4+,EN,18000896, Action. Strategy,18/12/2018,18/12/2018
Smart: The IQ Game,4,3306,0,No,4+,EN,7506944, Strategy. Entertainment. Puzzle,17/12/2018,10/03/2019
Slide Blox,2.5,23,0,Yes,4+,EN,79748096, Board. Strategy,21/01/2019,21/01/2019
Vertigo - Binaural Beats,4.5,50,0,Yes,4+,EN,27422720, Strategy. Lifestyle. Music,8/01/2019,8/01/2019
Duel Shots,4,3306,0,No,12+,EN,123810816, Entertainment. Strategy. Action,18/12/2018,18/12/2018
Space Tower Defense ModuleTD 2,4,3306,0,Yes,12+,ZH. EN. FR. DE. KO. RU. ES,146702336, Puzzle. Strategy,16/03/2019,27/05/2019
ASTROKINGS,4.5,916,0,Yes,4+,EN. KO,432026624, Strategy,4/04/2019,31/07/2019
Dune Warrior,4,3306,0,No,9+,EN. FR. DE. ID. JA. KO. RU. ZH. ES. ZH. VI,174230528, Entertainment. Card. Strategy,15/01/2019,6/03/2019
Backgammon Now,4,7,0,Yes,4+,EN,97280000, Strategy. Board. Entertainment,8/04/2019,17/04/2019
Lux Roman Empire Conquest,3,11,0,No,4+,EN,44370944, Board. Strategy. Entertainment,23/12/2018,1/02/2019
HotBlooded Ball,4,3306,0,No,4+,EN. ZH. ZH,188577792, Strategy. Adventure,1/02/2019,1/02/2019
Journey Yellow Cab Car,4,3306,0,No,4+,EN,148627456, Entertainment. Adventure. Strategy,18/03/2019,18/03/2019
Sniper Army Skills Range,4,3306,0,No,17+,EN,88467456, Strategy. Action. Entertainment,18/03/2019,18/03/2019
Investor Mobile,4,3306,0,Yes,4+,EN,22696960,Finance. Strategy.  Simulation,19/01/2019,25/07/2019
"""Santa ! Don't Stop Running""",4,3306,0,No,4+,EN,25287680, Adventure. Strategy,28/12/2018,28/12/2018
Angry Granny! - Haunted Town,4,3306,0,Yes,12+,EN,251797504, Strategy. Casual,22/12/2018,22/12/2018
Real City Builder 3D,4,3306,0,Yes,4+,EN,134069248, Strategy. Sports. Simulation,20/12/2018,20/12/2018
WW2 Tower Defence AR,4,3306,0,No,9+,EN,420612096, Strategy. Action,28/12/2018,28/12/2018
Cap X,4,3306,0.99,No,4+,EN,5033984, Strategy. Entertainment. Trivia,21/12/2018,22/12/2018
Drop Spin,4,3306,0,Yes,4+,EN,91384832, Casual. Entertainment. Strategy,23/01/2019,24/01/2019
AdriftAtSea,4,3306,0,No,9+,EN,1124801536, Strategy. Adventure,12/03/2019,12/03/2019
Fantasy Stars,4,36,0,Yes,12+,EN. JA,219997184, Strategy. Entertainment. Action,10/04/2019,16/07/2019
Fish Farm - Idle game,5,5,0,No,4+,EN,117400576, Strategy. Entertainment. Simulation,11/01/2019,31/07/2019
Dots & Kingdoms,4,3306,0,Yes,4+,EN,108402688, Strategy. Trivia,19/04/2019,19/04/2019
City Road Builder 3D,4,3306,0,Yes,4+,EN,180755456, Sports. Strategy. Simulation,17/01/2019,17/01/2019
Potato War Village Defense,4,3306,0,Yes,9+,EN,106664960, Entertainment. Strategy. Casual,11/01/2019,26/01/2019
Candy Boo: Esports Tournament,4,3306,0,Yes,4+,EN,163145728, Puzzle. Strategy,9/01/2019,20/07/2019
CellShock,4,3306,0,No,9+,EN,26128384, Strategy. Puzzle,22/05/2019,31/05/2019
Fix it logic Gear Puzzle,4,3306,0,No,4+,EN,100086784, Lifestyle. Board. Strategy,29/12/2018,29/12/2018
TopCharting,4,3306,0,No,4+,EN,7015424,Finance.  Simulation. Strategy,10/01/2019,12/01/2019
Industry Race,4,3306,0,No,4+,EN,87987200, Strategy,16/02/2019,6/03/2019
Dudo Game,4,3306,0,No,4+,EN,45580288, Strategy. Board,4/02/2019,2/04/2019
Cooking Urban Food Restaurant,4.5,158,0,Yes,4+,AR. NL. EN. FR. DE. HE. IT. JA. KO. RO. RU. ZH. ES. ZH. UK,206257152, Casual. Strategy. Entertainment,30/05/2019,24/07/2019
Flapshy Jump,4,3306,0,Yes,4+,EN. VI,43443200, Strategy. Sports,3/01/2019,8/01/2019
City Bridge Construction 3D,4,3306,0,Yes,4+,EN,302556160, Sports. Simulation. Strategy,18/01/2019,18/01/2019
Clash on the Moon RTS,4,3306,0,No,12+,EN,141662208, Action. Entertainment. Strategy,22/12/2018,22/12/2018
Tic-Tac-Toe Champion,4,3306,0,No,4+,EN. FR. DE. HI. ID. IT. JA. KO. PT. RU. ZH. ES. TH. ZH. TR. VI,29597696, Strategy. Entertainment. Board,2/01/2019,2/01/2019
Candy Blast - Match 3 Games,4,3306,0,No,4+,EN,45080576, Puzzle. Entertainment. Strategy,28/12/2018,5/02/2019
Bottle Sniper Expert,4,3306,0,No,17+,EN,98551808, Entertainment. Strategy. Action,2/04/2019,2/04/2019
Idle Ball Race,4.5,12395,0,Yes,12+,EN,113432576, Racing. Strategy,19/01/2019,25/05/2019
Junkyard Tycoon - Car Business,4.5,11096,0,Yes,4+,EN. FR. DE. ID. IT. JA. PT. RU. ES. TR,442375168, Strategy. Simulation,18/01/2019,1/03/2019
Find the Differences 2019,4,3306,0,No,4+,EN,38311936, Strategy. Entertainment. Puzzle,22/12/2018,2/01/2019
Lava Ball Wars - Flippy Bump,4.5,18,0,No,4+,EN,118010880, Strategy. Entertainment. Music,27/12/2018,7/01/2019
Shieldwall Chronicles,3.5,25,9.99,No,12+,EN,3323804672, Strategy. Role Playing,22/02/2019,8/03/2019
Carrier Commander: War at Sea,4.5,11,0,Yes,9+,EN,66998272, Board. Strategy,22/01/2019,23/03/2019
Stack Those Crates,4,3306,0,No,4+,EN,25050112, Puzzle. Strategy,23/12/2018,25/01/2019
Gadget Creative Challenge,4,3306,2.99,No,4+,EN,202573824, Education. Puzzle. Strategy,16/04/2019,16/04/2019
Kids - Crown Paradise,4,3306,0,No,4+,EN,187665408, Strategy. Family. Travel,29/12/2018,25/03/2019
Santa Pops - Match3,4,3306,0.99,Yes,4+,EN,247716864, Puzzle. Strategy,30/12/2018,30/12/2018
Unbearable Tank Wars,4,3306,0,No,12+,EN,99281920, Strategy. Action. Entertainment,31/01/2019,31/01/2019
Venture Game,4,3306,0,No,4+,EN,18383872, Finance. Strategy. Simulation,4/01/2019,1/02/2019
Pocket Cube Solver,3,138,0,Yes,4+,EN,8157184, Strategy. Entertainment. Puzzle,2/01/2019,11/06/2019
War of Lords-3D Warfare,4,3306,0,Yes,12+,ZH,390628352, Card. Strategy. Entertainment,12/01/2019,12/01/2019
Planet Overlord,4.5,800,0,Yes,4+,EN,313645056, Puzzle. Strategy,21/01/2019,1/05/2019
Lords Mania,4,3306,0,Yes,12+,EN,178577408, Role Playing. Strategy,25/07/2019,28/07/2019
Satellite - Gravity Game,5,34,0,No,4+,EN,51117056, Strategy. Action,29/12/2018,2/01/2019
Battle Royale Warzone,4,5,0,Yes,12+,EN,285692928, Strategy. Entertainment. Action,1/03/2019,29/07/2019
2048\u5c0f\u5c0f\u5efa\u7b51\u5e08,4,3306,0,No,4+,EN. ZH,16268288, Strategy. Entertainment. Puzzle,12/01/2019,12/01/2019
Hymn of Archangel,4,3306,0,Yes,12+,EN. ZH,241693696, Entertainment. Strategy. Role Playing,18/01/2019,18/01/2019
Survival on Earth-FPS 3D 2019,4,3306,0,No,17+,EN,202727424, Action. Strategy,30/12/2018,27/04/2019
Space sum,4,3306,3.99,No,4+,EN,16221184, Puzzle. Strategy. Education,2/01/2019,2/01/2019
Decks - Lite,4,3306,0,No,4+,EN,10141696, Strategy. Entertainment. Card,2/01/2019,2/01/2019
Addit - Number Game,4,3306,0,Yes,4+,EN,9961472, Strategy. Puzzle,21/05/2019,21/05/2019
Bubble Pop Spinner,4.5,1398,0,Yes,4+,EN,91956224, Casual. Entertainment. Strategy,21/01/2019,29/07/2019
Food Truck Idle,3.5,7,0,No,4+,EN,124998656, Strategy. Simulation. Entertainment,2/02/2019,2/02/2019
King Rivals,4.5,13,0,Yes,9+,EN,510818304, Strategy. Card. Entertainment,6/06/2019,12/06/2019
"""Nine Men's Morris Strategy""",4,3306,0.99,No,4+,EN,26501120, Board. Strategy. Lifestyle,29/12/2018,29/12/2018
Conflict 0: Revolution,4,3306,0,Yes,9+,EN. PT. ES,906510336, Strategy,21/03/2019,21/03/2019
Taxi Idle 3D,4,3306,0,No,4+,EN,162453504, Simulation. Strategy,17/01/2019,20/02/2019
Animight - Forrest League,4,3306,0.99,No,9+,EN,110259200, Strategy. Role Playing,11/01/2019,11/01/2019
Vivajava,4,3306,0,Yes,17+,EN,406623232, Board. Strategy. Food & Drink,9/02/2019,9/04/2019
Life Counter for MtG,4,3306,0,Yes,4+,EN. DE. ES,536075264, Strategy. Card. Utilities,10/01/2019,21/03/2019
"Hello, My Rabbit",4,3306,0,Yes,4+,EN. ZH. ZH,92807168, Puzzle. Strategy,9/01/2019,9/01/2019
Snake: Retro,4,3306,0,No,4+,EN,14183424, Casual. Strategy,29/12/2018,29/12/2018
Fairy Chess,4,3306,0,No,4+,EN,5267456, Entertainment. Strategy. Sports,3/01/2019,14/02/2019
Road of smash,4,3306,0,Yes,9+,EN,151555072, Action. Strategy,4/01/2019,4/01/2019
Runestrife Erlemaitre,4,3306,0,No,9+,EN,58567680, Strategy,5/01/2019,5/01/2019
Helix Color Ball Jump 3d 2019,4.5,32,0,Yes,4+,EN,104790016, Strategy. Music. Adventure,10/01/2019,29/07/2019
Sleepy Fish,4,3306,0,No,9+,EN,61338624, Strategy. Action,5/01/2019,5/01/2019
Worm Runner: Dig or jump!,4,3306,0,Yes,9+,EN,158397440, Strategy. Racing,14/01/2019,14/01/2019
Seesaw!,4,3306,0,No,4+,EN,23182336, Casual. Strategy,3/01/2019,4/01/2019
BB Run,4,3306,0,No,4+,EN,9470976, Strategy,12/01/2019,12/01/2019
TiddlyWinks Pro,4,3306,0.99,No,4+,EN,57183232, Simulation. Strategy,3/01/2019,3/01/2019
ClashFox : Clan Manager,4,3306,0,No,9+,BN. EN. FR. DE. ID. IT. PT. RU. ES,78242816, Strategy. Utilities,9/01/2019,19/03/2019
War Support,4,3306,0,No,12+,EN,404416512, Puzzle. Strategy,3/01/2019,27/07/2019
Chess Memory Trainer,4,3306,0,No,4+,EN,9594880, Productivity. Board. Strategy,5/01/2019,5/01/2019
Zoron Wars,4,3306,0,Yes,9+,EN,277866496, Strategy. Action,10/02/2019,10/06/2019
Classic Runner Adventure,4,3306,0,No,4+,EN,22281216, Role Playing. Strategy,4/01/2019,11/07/2019
Sniper War Legend Battlefield,4,15,0,No,17+,EN,410321920, Action. Strategy. Entertainment,3/04/2019,3/04/2019
Blox Defense: Hero Tower RPG,4,20,0,Yes,9+,EN,675552256, Strategy. Simulation,18/04/2019,29/07/2019
BBBlackjack - 21 Blackjack,4,3306,0,Yes,12+,EN,155698176, Casino. Strategy. Entertainment,27/01/2019,19/02/2019
"Heroes of Land, Air & Sea Aid",4.5,6,0,No,4+,EN,386022400,Entertainment. Strategy. Board. ,11/01/2019,11/01/2019
Munchie Match Online Earn Cash,4,3306,0,No,17+,EN. FR. DE. IT. JA. KO. NB. PT. RU. ES. ZH,144620544, Food & Drink. Casual. Strategy,4/04/2019,29/04/2019
Space Chess,4.5,5,0,Yes,4+,EN,136596480, Board. Strategy,19/01/2019,14/06/2019
Draw & Drop: Physical Lines,4,3306,0,No,4+,EN,112677888, Puzzle. Strategy,13/01/2019,23/01/2019
Pig Pens,4,3306,0,No,4+,EN,172143616, Strategy. Education,12/01/2019,19/02/2019
Pool Solitaire,4,3306,0,No,4+,EN,15170560, Sports. Strategy,5/01/2019,5/01/2019
Sudoku Plus!,4,3306,0,No,4+,EN,99955712, Board. Strategy,10/01/2019,12/02/2019
Fruit Mix Game,4,3306,0,Yes,4+,EN,187435008, Entertainment. Strategy. Puzzle,5/01/2019,7/01/2019
Prison Break-Escape Game,2,14,0,No,17+,EN,94182400, Entertainment. Strategy. Action,8/04/2019,8/04/2019
Merge Monster - Idle Game,4,3306,0,No,9+,EN,149289984, Strategy. Simulation,7/01/2019,14/01/2019
Infinite Zombie Idle,4,7,0,No,12+,EN,115653632, Casual. Strategy,5/01/2019,21/01/2019
Legion of Titan,4.5,131,0,Yes,9+,ZH. EN. FR. DE. IT. JA. KO. PT. RU. ZH. ES. ZH. TR,627150848, Simulation. Strategy,25/03/2019,7/06/2019
Squishygeddon,4,3306,0,No,9+,EN,79759360,Education. Word. Strategy. ,2/05/2019,26/07/2019
Warrior Princess - AR,4,3306,0,No,4+,EN,374077440, Action. Strategy. Entertainment,8/01/2019,11/01/2019
Deckhowler,4,3306,0,Yes,9+,EN,169338880, Card. Strategy,27/01/2019,21/07/2019
YaYa Dice,4,3306,0,No,4+,EN,880640, Entertainment. Puzzle. Strategy,5/01/2019,22/06/2019
3T Minimal,4,3306,0,No,4+,EN,24420352, Entertainment. Strategy,6/01/2019,6/01/2019
Sqrd,4,3306,0,Yes,4+,EN,73356288, Puzzle. Strategy,19/01/2019,2/07/2019
Mission Impoppable,5,21,0,No,9+,EN,151038976, Strategy. Action. Entertainment,14/02/2019,14/02/2019
Nurikabe Islands in the Stream,4,3306,0,No,4+,EN,25873408, Strategy. Education. Puzzle,7/01/2019,7/01/2019
PUBG DEBRIEF,4.5,8,0,No,4+,EN,226416640, Action. Strategy. Entertainment,20/01/2019,5/07/2019
One Line Puzzle Music,4,3306,0,No,4+,EN,39408640, Strategy. Puzzle. Entertainment,27/01/2019,27/01/2019
Kingdom of Animals - Merge,4,3306,0,Yes,4+,EN,504298496, Strategy. Casual,9/01/2019,17/05/2019
Colored Cubes,4,3306,0,No,4+,EN,30206976, Strategy. Casual,9/01/2019,9/01/2019
Captains & Puzzles,4,3306,0,Yes,12+,EN,263165952, Puzzle. Strategy,22/03/2019,22/03/2019
My dream beach,4,3306,0,No,9+,EN,20137984, Simulation. Strategy,31/01/2019,31/01/2019
Big Touch,4,3306,0.99,No,4+,EN,39161856, Puzzle. Strategy,19/02/2019,27/02/2019
Merge Cars Tycoon,4,3306,0,No,4+,EN,80270336, Casual. Strategy. Entertainment,13/01/2019,13/01/2019
Survival Shooting: Block World,4,3306,0,No,17+,EN,215008256, Entertainment. Strategy. Action,8/04/2019,8/04/2019
Conquest of Empires,4.5,56,0,Yes,9+,EN,530086912, Strategy,29/06/2019,8/07/2019
Chess Tactics Thrill,4,3306,0,No,4+,EN,15123456,Entertainment. Strategy.  Adventure,15/01/2019,29/01/2019
Fuzzy Fish,4,3306,0,Yes,4+,EN,18446336, Casual. Strategy,2/02/2019,2/02/2019
Idle Rockets,5,8,0,Yes,4+,EN,30285824, Entertainment. Family. Strategy,16/04/2019,20/04/2019
Block Fun - Have Fun,4,3306,0,Yes,4+,AR. EN. FR. DE. ID. IT. JA. KO. MS. PT. RU. ZH. ES. TH. ZH. TR. VI,75043840, Family. Strategy,1/02/2019,1/02/2019
Merge Kitty,4,3306,0,No,4+,EN,371970048, Strategy,2/02/2019,2/02/2019
CrazyBalls2019,4,3306,0,No,4+,ZH,4989952, Strategy,9/01/2019,9/01/2019
"""Invader's""",4,3306,0.99,No,4+,EN. FR,33106944, Strategy. Card,12/01/2019,15/01/2019
Survivals Campaigns:Border War,4,3306,0,No,17+,EN,177813504, Strategy. Action. Entertainment,9/04/2019,9/04/2019
Heroes Clash - Zombies War,4.5,75,0,Yes,9+,EN. FR. DE. RU. ZH. ES. ZH,101224448, Simulation. Strategy,19/01/2019,25/01/2019
Neighbor Strange Secret Story,5,7,0,Yes,9+,EN,439909376, Strategy. Adventure. Entertainment,7/02/2019,9/03/2019
Wool Factory Idle,4.5,4255,0,No,4+,EN. FR. DE. IT. JA. PT. ES,222107648, Simulation. Entertainment. Strategy,11/01/2019,17/06/2019
Gun Beasts,4,3306,0,No,4+,EN,106298368, Action. Entertainment. Strategy,25/01/2019,28/01/2019
Plug It!,4.5,6,0,Yes,4+,EN,30068736, Action. Strategy,28/02/2019,26/04/2019
\u22c6Pyramid,4.5,1648,0,Yes,4+,NL. EN. FR. DE. IT. ZH. ES,293646336, Entertainment. Card. Strategy,12/03/2019,24/06/2019
Color Dip,4,3306,0,No,4+,EN,97336320, Strategy. Casual,15/01/2019,9/02/2019
Snappy Go - Rise Space Odyssey,4,3306,0,Yes,4+,EN,24055808, Strategy. Casual,6/02/2019,30/03/2019
Avoid The Squares!,5,5,0,Yes,4+,EN,20988928, Casual. Entertainment. Strategy,17/01/2019,17/01/2019
Monsters Arena,4,3306,0,No,9+,EN,85363712, Board. Strategy,30/01/2019,30/01/2019
Space Mice Academy,4,3306,0,No,4+,EN,113681408, Strategy. Simulation,4/06/2019,17/06/2019
Hexawar 2,4,3306,0,No,4+,EN,11844608, Puzzle. Strategy,11/01/2019,11/01/2019
Krisprolls War,4,3306,0,No,9+,EN,106105856, Action. Strategy,12/01/2019,12/01/2019
Home?,4,3306,0,Yes,4+,ZH. EN. KO,64652288, Strategy. Puzzle,4/05/2019,2/07/2019
Sneaky Vikings AR,4,3306,3.99,No,12+,EN,163460096, Casual. Entertainment. Strategy,13/02/2019,22/02/2019
Mini\u5fcd\u8005,4,3306,0,No,4+,EN,4552704, Strategy,2/03/2019,1/05/2019
Santa Rise,4,3306,0,No,4+,EN,91415552, Casual. Strategy. Entertainment,20/01/2019,20/01/2019
OfLegends.net Guides and more,4,3306,0,No,12+,EN,75934720,News.  Action. Strategy,24/01/2019,17/05/2019
Q1000,4,3306,0,No,4+,EN,13569024, Trivia. Strategy. Education,25/01/2019,4/03/2019
Rollshot - World War Puzzle,4,3306,1.99,No,12+,EN,135346176, Entertainment. Puzzle. Strategy,15/01/2019,15/01/2019
Idle Capital Tycoon,4,3306,0,Yes,4+,EN. ZH,130282496, Strategy. Simulation,15/01/2019,26/03/2019
Sudoku Endi,4,3306,0,Yes,4+,EN,157408256, Strategy. Puzzle. Entertainment,13/01/2019,13/01/2019
Frosty Flight,5,6,0,No,4+,EN,18509824, Strategy. Casual,2/08/2019,2/08/2019
DEFENSE OF MARATHA,4,3306,0,Yes,4+,EN,103843840, Strategy,19/01/2019,4/02/2019
Patterno,4,3306,0,Yes,4+,EN,71334912, Strategy. Puzzle,28/01/2019,28/01/2019
Lottery Jackpot Genie,4,3306,0,Yes,4+,EN,10376192, Strategy. Productivity. Simulation,2/03/2019,16/04/2019
Sumo PK.io,4,3306,0,No,9+,EN,87346176, Action. Strategy,6/03/2019,16/04/2019
Death Zombie: Street Kill,3.5,11,0,No,17+,EN,103264256, Action. Entertainment. Strategy,14/04/2019,14/04/2019
Black Kingdom,4,3306,0.99,Yes,9+,EN. FR. DE. JA. KO. RU. ZH. ZH,62524416, Entertainment. Strategy. Action,4/02/2019,13/03/2019
Creature Bounce,5,11,0,No,4+,EN,31848448, Casual. Strategy,18/01/2019,29/01/2019
Idle Knights,4.5,169,0,Yes,9+,EN. FR. DE. JA. KO. ZH. ES. ZH,92104704, Strategy. Entertainment. Role Playing,12/03/2019,22/07/2019
Idle Blades Tycoon,4.5,42,0,Yes,4+,EN,248096768, Strategy. Entertainment. Simulation,16/01/2019,28/02/2019
Halloween Defender,4,3306,0,No,4+,EN,3358720, Strategy. Puzzle. Entertainment,19/01/2019,19/01/2019
Guess Who Colluded,4,3306,0,No,4+,EN,123053056,Education.  Card. Strategy,25/01/2019,1/07/2019
Cannon Balls io Legend Blast,4,3306,0,No,4+,EN,102416384, Casual. Entertainment. Strategy,25/01/2019,2/03/2019
Futuball - Football Manager,4.5,34,0,Yes,4+,AR. DA. NL. EN. FR. DE. EL. ID. IT. NB. PL. PT. RO. RU. ES. SV. TR,226856960, Strategy. Sports. Sports,15/05/2019,29/07/2019
Elifoot 19 PRO,4,3306,3.99,No,4+,EN,411110400, Sports. Strategy. Sports,7/02/2019,1/08/2019
Worthy Life,4,3306,0,No,12+,EN. FR. ES,88127488, Casual. Strategy,24/02/2019,24/02/2019
Quick Rings,4,3306,0,No,4+,EN,68061184, Board. Strategy,20/01/2019,20/01/2019
Falling Bloks,4,3306,0,No,4+,EN,26003456, Casual. Entertainment. Strategy,25/01/2019,25/01/2019
Endless Skydiving,4,3306,0,Yes,9+,EN,823296, Sports. Action. Strategy,21/01/2019,21/01/2019
Solo Noble: Peg Solitaire Game,5,5,0,No,4+,EN,16802816, Entertainment. Board. Strategy,20/02/2019,21/02/2019
Versus Fight,4.5,28,0,Yes,12+,EN,330704896, Entertainment. Card. Strategy,22/03/2019,27/05/2019
Ultras The Game,4,3306,0,Yes,9+,ZH. EN. FR. DE. IT. JA. ES,234800128, Sports. Strategy,1/07/2019,12/07/2019
Idle Metro,4,15,0,No,4+,EN. ZH,33935360, Simulation. Strategy,31/01/2019,22/05/2019
HidesNight,4,3306,0,No,4+,EN,23559168, Adventure. Strategy,20/01/2019,20/01/2019
Ruthless Conquest,4.5,16,0,No,4+,EN,51337216, Strategy,27/01/2019,16/03/2019
Rescue Strike:Army Siege Comma,4,5,0,No,17+,EN,372191232, Strategy. Entertainment. Action,17/04/2019,17/04/2019
Alpha Sniper Mission,4,3306,0,No,17+,EN,236792832, Strategy. Simulation. Entertainment,17/04/2019,17/04/2019
Nimble Spacebot,4,3306,0.99,No,4+,EN,256288768, Action. Strategy,9/02/2019,9/02/2019
Mi Rasna - Io sono Etrusco,4,3306,0,Yes,4+,EN,232863744, Strategy,1/02/2019,4/02/2019
Th\u1ea7n Long 3Q - Chu\u1ea9n Tam Qu\u1ed1c,5,9,0,Yes,9+,EN,1139938304, Card. Strategy,17/04/2019,15/05/2019
Amazing Wizards,4.5,85,0,Yes,9+,EN. ZH. ZH,289843200, Strategy. Social Networking. Card,14/02/2019,27/03/2019
Kingdoms: \u0422\u0435\u043a\u0441\u0442\u043e\u0432\u0430\u044f \u0441\u0442\u0440\u0430\u0442\u0435\u0433\u0438\u044f,4,3306,0.99,Yes,4+,RU,66046976, Word. Strategy,3/02/2019,12/05/2019
Master Basket Hit,4,3306,0,No,4+,EN,211442688, Sports. Strategy,1/08/2019,1/08/2019
Tam Qu\u1ed1c Chi V\u01b0\u01a1ng-Vua 3Q,4,3306,0,Yes,9+,EN,176057344, Strategy,9/05/2019,9/05/2019
DailyGammon,4.5,26,0,No,4+,EN,28390400, Board. Social Networking. Strategy,7/02/2019,10/05/2019
Usemap Defense Online,4,3306,0,Yes,9+,EN. FR. DE. JA. ES. ZH,157985792, Simulation. Strategy,29/05/2019,30/05/2019
Pro Cheat - Multiplayer Cards,4,3306,0,No,4+,EN,234042368, Strategy. Entertainment. Card,29/03/2019,14/06/2019
Merge Racers,4.5,127,0,Yes,4+,EN,460626944, Entertainment. Racing. Strategy,14/05/2019,9/07/2019
Battle Shooting Hero-Gun Games,4.5,38,0,Yes,9+,EN,181280768, Strategy. Role Playing,15/06/2019,22/06/2019
Warped Mines,5,16,0,No,4+,EN. FR. DE. PT. RU. ZH. ES. ZH,12199936, Education. Puzzle. Strategy,31/01/2019,16/07/2019
Football Manager,4,3306,0,No,17+,EN,2507776, Strategy,26/01/2019,2/03/2019
Lagaram,4,3306,0,No,4+,EN,51850240, Education. Strategy,22/01/2019,22/01/2019
CrushPang,4,3306,0,Yes,4+,AR. EN. JA. ZH. ES,104812544, Strategy. Casual,7/02/2019,7/02/2019
Sliding Squarez,5,13,0,No,4+,EN,8588288, Puzzle. Strategy,24/01/2019,17/04/2019
Gold Fish Drop,4,3306,0.99,No,9+,EN,156824576, Strategy. Sports,30/07/2019,31/07/2019
Bike Epic Driving Stunting,4,3306,0,No,4+,EN,144548864, Entertainment. Strategy. Action,21/04/2019,21/04/2019
Port Control,4,68,0,No,4+,EN,178853888, Strategy. Casual,23/01/2019,3/05/2019
Edge Of Sanity,4,3306,0,No,12+,EN,257280000, Strategy. Action,6/02/2019,6/02/2019
Travel and Holiday Stickers,4,3306,0.99,No,4+,EN,1874944,Stickers. Places & Objects. Strategy.  Adventure. Gaming,27/01/2019,27/01/2019
Zombie Killer: Fight Duty 2,4,3306,0,No,17+,EN,207788032, Entertainment. Action. Strategy,22/04/2019,22/04/2019
LINED!,4.5,164,0,Yes,4+,EN,101545984, Strategy. Puzzle,14/02/2019,18/07/2019
Labyrintheon,4,3306,0,Yes,4+,EN. DE,136254464, Strategy. Board,10/04/2019,22/04/2019
Happy Bomb,4,3306,0,No,4+,EN,106101760, Strategy. Action,30/01/2019,1/02/2019
Hexonia,3.5,446,0,Yes,12+,EN,130210816, Strategy. Adventure,28/01/2019,12/06/2019
XO Challenge,4,3306,0,Yes,4+,EN. ES,8976384, Board. Strategy,22/03/2019,22/03/2019
Bad-Bug,4,3306,0,No,4+,EN,13461504, Entertainment. Family. Strategy,24/02/2019,25/04/2019
Mangala Plus,4,3306,0,No,4+,EN,158105600, Strategy. Education. Board,2/05/2019,2/05/2019
ChessOnline Super,4,3306,1.99,No,4+,EN. SR,16376832, Strategy. Board,29/01/2019,31/01/2019
Pool Champions,5,8,0,No,4+,EN,15506432, Sports. Strategy. Sports,28/01/2019,28/01/2019
Off-Road Transport Trailer,4,3306,0,No,4+,EN,176481280, Strategy. Simulation. Entertainment,23/04/2019,23/04/2019
Battlecraft - Tactics Online,5,14,0,Yes,9+,EN,115596288, Action. Strategy,28/07/2019,29/07/2019
To the Top!,5,8,0,No,4+,EN,83862528, Strategy. Casual,29/01/2019,10/03/2019
Ball Trickster 2019,4,3306,0,No,4+,EN,100073472, Adventure. Strategy,1/02/2019,1/02/2019
Spear Bullfighter,4,3306,0,No,4+,EN,86099968, Puzzle. Strategy,11/02/2019,11/02/2019
Cooking Trip,4.5,7,6.99,No,4+,EN,1175987200, Strategy. Entertainment. Family,24/03/2019,24/03/2019
Taxi Idle 2D,4,3306,0,No,4+,EN,159184896, Simulation. Strategy,31/01/2019,31/01/2019
YADA,4,3306,0,Yes,9+,TR,11275264, Trivia. Strategy,30/03/2019,30/03/2019
Assassin Sniper Hero,4,3306,0,No,17+,EN,292867072, Entertainment. Strategy. Action,28/04/2019,28/04/2019
