Name,Average User Rating,User Rating Count,Price,In-app Purchases,Age Rating,Languages,Size,Genres,Original Release Date,Current Version Release Date
Runestone Keeper,4.5,99,2.99,Yes,9+,EN. FR. DE. JA. PT. RU. ZH. ES,191177728, Strategy. Role Playing,31/10/2015,22/06/2016
Trace Soccer,4,3306,0,Yes,4+,EN,99549184, Entertainment. Board. Strategy,16/08/2015,16/08/2015
Simcountry,3,31,0,Yes,4+,EN,17768448, Entertainment. Strategy. Simulation,13/02/2015,10/02/2018
Beast Towers,4.5,23,0.99,No,12+,EN,386422784, Strategy,21/03/2015,16/01/2019
"""Tap 'n' Pop 3: Balloon Adventures""",4.5,13,0,Yes,4+,EN,37171200, Entertainment. Puzzle. Strategy,15/03/2015,15/03/2015
Galaxy Defense 2: Tower Game,3.5,15,0,Yes,4+,EN,155000832, Action. Entertainment. Strategy,26/02/2015,24/04/2017
Kill Germ Frenzy! - Defend The Human Body From The Anatomy Virus & Bacteria Attack Spread - FREE Game,4,3306,0,Yes,4+,EN,32169984, Casual. Strategy,18/04/2015,18/04/2015
Tappit - The Finger Twister,4,3306,0,No,4+,EN,17482752, Entertainment. Puzzle. Strategy,7/12/2015,7/12/2015
Card Three Kingdoms,4.5,15,0,Yes,4+,AR. CA. HR. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. UK. VI,268255232, Entertainment. Card. Strategy,30/01/2015,3/02/2016
Ten Large,4.5,81,0,Yes,9+,EN,44867584, Puzzle. Finance. Strategy,2/04/2015,26/10/2015
EDG\u4ff1\u4e50\u90e8,5,19,0,No,17+,EN. DE. JA. KO. PL. ZH. ES. ZH,124192768,Social Networking. Strategy.  Action,23/09/2015,7/12/2018
"""Twilight's Last Gleaming""",4,12,4.99,No,12+,EN,329977856, Strategy. Board. Entertainment,5/03/2015,28/02/2018
Earth Invasion - Galaxy Aliens vs United Alliance,4,3306,0,Yes,4+,EN,30150656, Puzzle. Strategy. Entertainment,12/02/2015,12/02/2015
Infinite Blocks,4,3306,0,Yes,4+,EN,52014080, Strategy. Puzzle. Entertainment,30/03/2015,2/08/2017
OrcWar,4.5,11,0,No,9+,EN,209387520, Simulation. Strategy,2/07/2015,18/11/2015
Blindfold Wildcard,4,14,0,Yes,4+,EN,11683840, Card. Strategy. Education,4/03/2015,31/07/2019
Cube Breaker HD,4,3306,0,No,4+,EN,49817600, Strategy. Casual,31/01/2015,19/08/2016
Guardian of Dragons EN,3.5,5,0,Yes,9+,EN,183635968, Strategy. Action,25/02/2015,17/08/2015
Siegefall,4.5,7097,0,Yes,9+,AR. EN. FR. DE. ID. IT. JA. KO. PT. RU. ZH. ES. TH. ZH. TR,862961664, Strategy. Action,24/06/2015,27/04/2016
Coin Dozer Carnival,4,3306,0,Yes,4+,EN,159961088, Simulation. Strategy. Entertainment,11/06/2015,11/06/2015
Age of Defenders - Multiplayer Tower Defense and Offense post apocalyptic RTS HD,4.5,42,0,Yes,12+,EN,343203840, Strategy,12/08/2015,12/08/2015
Guess the Character - Premium,4,3306,3.99,No,4+,ZH. DA. NL. EN. FR. DE. IT. JA. PT. RU. ES. TR,260491264, Board. Strategy. Entertainment,20/03/2015,16/10/2017
Maze Fiesta,4.5,122,0,Yes,17+,EN. FR. DE. IT. JA. PL. RU. ZH. ES. ZH. TR,106693632, Puzzle. Strategy,4/06/2015,22/06/2017
LogicCity,4.5,20,0,Yes,4+,EN. FR,57073664, Education. Board. Strategy,27/06/2015,24/12/2017
Checkers Nr.1: Checkrs,3,5,0,Yes,4+,EN,67554304, Board. Education. Strategy,9/12/2015,18/04/2016
Save the Fairy. A simply but addictive game for kids,4,3306,0,Yes,4+,EN,56557568, Entertainment. Strategy. Adventure,17/07/2015,17/07/2015
Chessimo 2.0,2,10,0,Yes,4+,EN,156101632, Board. Strategy. Education,12/05/2016,7/06/2019
Food Shop - Cook delicious and tasty foods,4,3306,0,Yes,4+,EN. FR. DE. ID. IT. JA. KO. LT. MS. PT. RU. ZH. ES,114184192, Family. Strategy,23/03/2016,23/03/2016
Feed that thing - in all the tiles,4,3306,0,No,4+,EN,4452352, Puzzle. Strategy,17/12/2016,17/12/2016
Zombie HiLo Free Card Game,4,3306,0,Yes,12+,EN,77758464, Strategy. Entertainment. Card,1/04/2015,18/04/2015
Railroad Manager,2.5,5,0,Yes,4+,EN. DE. RU,80580608, Strategy,30/05/2015,29/03/2016
Backyard Engineers,4,3306,0,No,9+,EN,55054336,Education. Strategy. ,18/02/2015,16/04/2015
League of Battle Naval Warfare,4,3306,0,No,4+,EN. ZH,30920704, Strategy. Puzzle,4/02/2015,13/02/2015
Bestiolis 2048,5,6,0,Yes,4+,EN,84879360, Entertainment. Puzzle. Strategy,12/03/2015,28/10/2016
Ukodus Crazy,4,3306,0.99,No,4+,EN,9702400, Strategy. Puzzle,5/02/2015,14/08/2018
Ukodus Mild,4,3306,0,No,4+,EN,9702400, Puzzle. Strategy,5/02/2015,15/08/2018
Pipeline - a pipe based maze game,5,7,0,No,4+,EN,3481600, Puzzle. Strategy,4/02/2015,17/02/2015
TicTacToe - Multiplayer Game,3.5,17,0,Yes,4+,EN,21537792, Entertainment. Strategy. Board,25/04/2015,13/01/2019
Sokoban Saga,4,3306,2.99,No,4+,EN. FR. DE. JA. ZH. ZH,11783168, Entertainment. Strategy. Puzzle,25/10/2015,25/10/2015
Bouncing Frog Strategy Game,4,3306,0,Yes,4+,EN,38562816, Adventure. Entertainment. Strategy,12/02/2015,23/10/2017
Kuuboo Lite,4,3306,0,No,4+,CS. DA. NL. EN. FI. FR. DE. EL. HE. ID. IT. JA. KO. MS. NB. PL. PT. RU. ZH. ES. SV. TH. ZH. TR. VI,85302272, Entertainment. Strategy. Puzzle,14/03/2015,14/10/2018
Kuuboo,4,3306,0.99,No,4+,CS. DA. NL. EN. FI. FR. DE. EL. HE. ID. IT. JA. KO. MS. NB. PL. PT. RU. ZH. ES. SV. TH. ZH. TR. VI,27679744, Entertainment. Puzzle. Strategy,13/03/2015,1/10/2018
4096PlusX,4,3306,0,Yes,4+,EN. FR,17177600, Entertainment. Strategy. Board,4/02/2015,27/10/2015
Sheikh,4,310,0,Yes,4+,AR. EN. RU,38952960, Strategy. Simulation. Entertainment,11/10/2015,28/08/2017
S&T: Medieval Wars Deluxe,4.5,16,4.99,No,9+,EN. FR. DE. RU. ES,94124032, Board. Entertainment. Strategy,25/02/2015,20/12/2018
Lords & Castles - Epic Empires,4,634,0,Yes,12+,EN. FR. DE. IT. JA. KO. PT. RU. ZH. ES. ZH,387187712, Strategy. Simulation,30/08/2016,13/06/2018
Office Madness: A Startup Story,2.5,10,3.99,No,4+,EN,21454848, Strategy. Simulation,8/02/2015,8/02/2015
"""Jean's Club Deluxe""",4,3306,0.99,Yes,4+,EN. JA. KO,67303424, Strategy. Role Playing. Entertainment,23/02/2015,16/04/2018
Balloon Popping Party - Explode Balloons For a Happy Birthday Blowout!,4,3306,0,Yes,4+,EN,20901888, Strategy. Entertainment. Puzzle,1/08/2015,1/08/2015
3 throw Escape,4.5,17,0,No,4+,EN,148538368, Adventure. Strategy,22/02/2015,13/11/2015
Carrier Battles 4 Guadalcanal,4.5,89,6.99,Yes,9+,EN. FR. ZH,85874688, Simulation. Strategy. Education,3/05/2016,11/07/2019
Four In A Row Connection Game,4,3306,0,No,4+,EN,6897664, Strategy,6/02/2015,6/02/2015
Mouse Mayhem Trap: No Escape,4,3306,0,Yes,4+,EN,36048896, Puzzle. Strategy,14/03/2015,14/03/2015
Parking Mania World Tour,4,3306,0,Yes,4+,EN,263213056, Simulation. Entertainment. Strategy,17/06/2015,17/06/2015
SwipeOut \xb7 Swipe Game,4.5,64,0,No,4+,NL. EN. FR. DE. HI. IT. JA. KO. PT. RU. ZH. ES. TR,29030400, Strategy. Puzzle,6/02/2015,17/07/2019
Forest Spirit,5,10,0,No,9+,EN,71888896, Strategy,26/08/2015,22/01/2019
Football Overlord,4,3306,0,No,4+,EN,104160256, Sports. Sports. Strategy,30/05/2015,14/06/2017
Jamaican Style Dominoes,4,20,0,Yes,4+,EN,298863616, Entertainment. Strategy. Board,7/03/2016,29/07/2018
VPET Planets Lite,4,3306,0,Yes,4+,EN,13508608, Entertainment. Simulation. Strategy,12/02/2015,5/04/2019
Clash of Diamonds: Match 3,4.5,361,0,Yes,4+,EN,247533568, Strategy. Puzzle,8/03/2016,31/08/2018
SuperNova Duel - Local Multiplayer 1v1 Strategy,3,10,0,No,4+,EN,47596544, Board. Strategy. Entertainment,10/11/2015,10/11/2015
Square Up! A One Touch Dash,4.5,11,0,Yes,4+,EN,13856768, Entertainment. Family. Strategy,15/02/2015,16/03/2015
Number Circles,4,3306,0,Yes,4+,EN,36359168, Puzzle. Strategy,4/03/2015,11/09/2017
Ludo Touch,4,3306,0,No,4+,EN. ZH. ZH,12396544, Entertainment. Strategy. Board,8/02/2015,20/12/2018
Shape Twister,3.5,243,0,Yes,4+,EN,102932480, Strategy. Education. Puzzle,20/02/2015,5/08/2015
Hidden Objects:Pandoras Treasure,4,3306,0,Yes,4+,EN,27611136, Strategy. Puzzle,3/03/2015,3/03/2015
Amazing Sketch Plane - An Impossible Doodle Flight!,4,3306,0,Yes,4+,EN,12566528, Casual. Entertainment. Strategy,27/02/2015,27/02/2015
Black & White - The game of (mostly) attention,4,3306,0,Yes,4+,EN,13869056, Strategy. Casual. Entertainment,7/03/2015,15/03/2015
Aerial Jet City: Modern Rock-et Speed,4,3306,0,Yes,9+,EN,17854464, Puzzle. Entertainment. Strategy,23/02/2015,23/02/2015
Word Attack - A Battle for Words,4,3306,0,No,4+,EN,37449728, Education. Board. Strategy,11/02/2015,11/02/2015
Pharaoh\u2019s War - A Strategy PVP Game,4,58,0,Yes,9+,AR. EN,135573504, Strategy. Action,9/03/2015,22/09/2015
50 Shades!,4,11,0,No,4+,EN,30834688, Puzzle. Entertainment. Strategy,18/02/2015,18/02/2015
Three cards Clear,4,3306,0,No,4+,EN,4747264, Puzzle. Strategy,17/12/2016,17/12/2016
Kill Birds FREE,4,3306,0,No,4+,EN,30937088, Strategy. Family. Entertainment,19/02/2015,19/02/2015
War of Omens Deck Builder CCG,4.5,218,0,Yes,12+,CS. DA. NL. EN. FI. FR. DE. EL. HE. ID. IT. JA. KO. MS. NB. PL. PT. RU. ZH. ES. SV. TH. ZH. TR. VI,203112448, Card. Strategy,15/05/2018,23/07/2019
Zombie Pirates War,4,3306,0,No,17+,CS. NL. EN. FR. DE. IT. JA. KO. PL. PT. RU. ZH. ES. SV. ZH. TR,37056512, Strategy. Action,19/02/2015,19/02/2015
Hidden Objects In Apartments Of Paris,4,3306,0,Yes,4+,EN,12615680, Strategy. Puzzle,7/02/2015,7/02/2015
LFETorRight,4,3306,0,No,4+,EN,35725312, Strategy. Entertainment. Action,10/02/2015,12/03/2015
My Cafe Story3 -DONBURI SHOP-,4.5,42,0,No,4+,EN. JA,61142016, Family. Food & Drink. Strategy,11/12/2015,25/01/2018
Bomb Squirrel - flying bomber,4,3306,0,No,9+,EN,42025984, Strategy. Action,14/04/2015,29/10/2018
National Defense: The Game,4,3306,0,No,9+,EN,32526336, Strategy. Action,30/05/2015,30/05/2015
Tank War - Scorched World,4,3306,0,No,9+,EN,133863424, Casual. Strategy. Entertainment,23/10/2016,28/02/2017
Royal Flush Video Poker & Slots Machines Game,4,3306,0,Yes,12+,EN,51236864, Strategy. Lifestyle. Casino,21/06/2015,21/06/2015
Gap Hole: Tilt and Score,4,3306,0,Yes,4+,CS. DA. NL. EN. FI. FR. DE. EL. HE. ID. IT. JA. KO. MS. NB. PL. PT. RU. ZH. ES. SV. TH. ZH. TR. VI,34042880, Puzzle. Strategy,11/02/2015,5/01/2018
Unity.Rogue3D,4,3306,0.99,No,12+,EN,176353280, Role Playing. Strategy,17/06/2015,13/07/2015
Cubic!,4.5,20,0,No,4+,EN,14516224, Entertainment. Strategy. Puzzle,2/04/2015,1/07/2015
Cliff Fall,4.5,97,0,Yes,9+,EN,10399744, Action. Strategy,18/02/2015,5/06/2015
Ocean Shoot Bubble,4,3306,0,No,4+,EN. ZH,55545856, Strategy. Puzzle,14/02/2015,14/02/2015
PhoneSave,4.5,38,0,No,4+,EN,8422400, Strategy. Casual. Entertainment,25/02/2015,2/01/2018
BubbleShooter Artificial Intelligence,4,3306,0,No,4+,EN,33849344, Education. Strategy,11/02/2015,11/02/2015
Three Bots,4,3306,0,No,9+,EN,28102656, Strategy. Action,4/04/2015,4/04/2015
Beach Mahjong,4,3306,0,No,4+,EN,9981952, Puzzle. Strategy,17/12/2016,17/12/2016
Cannons and Soldiers,4,3306,0,No,4+,EN,6737920, Strategy. Action,17/12/2016,17/12/2016
Desert Commando Battle,4,3306,0,No,17+,EN,92286976, Adventure. Strategy,20/02/2015,28/08/2015
Touch Stars - Another PopStar Style Game,4,3306,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. UK. VI,29310976, Strategy. Music. Lifestyle,20/02/2015,10/10/2015
Pop Bubble Clear,4,3306,0,No,4+,EN,5246976, Strategy. Action,17/12/2016,17/12/2016
Labyrinthe Deluxe,4,3306,0,No,4+,EN,78491648, Puzzle. Strategy,19/02/2015,19/02/2015
Bubble fever clear,4,3306,0,No,4+,EN,13430784, Family. Strategy,17/12/2016,17/12/2016
Hidden Objects Of Vampires Sweet Dream,4,3306,0,Yes,4+,EN,26218496, Puzzle. Strategy,4/03/2015,4/03/2015
Wicked Snow White,4.5,100,0,Yes,4+,EN,238110720, Entertainment. Puzzle. Strategy,18/03/2015,14/12/2018
Beer Wipeout - Can You Knockdown All ?,4,3306,0,No,17+,EN,7852032, Entertainment. Family. Strategy,13/02/2015,13/02/2015
Hidden Objects Of The Dukes Messenger,4,3306,0,Yes,4+,EN,27308032, Strategy. Puzzle,1/03/2015,1/03/2015
Klunsa rock paper scissors,4,3306,0.99,No,4+,EN. SV,1019904, Strategy. Entertainment. Simulation,13/02/2015,17/01/2017
HackBeam,5,10,0,No,4+,EN,79549440, Puzzle. Strategy,17/05/2015,24/05/2017
OrbIt Classic - A Simple Puzzle Game,5,13,0,Yes,4+,EN,14295040, Entertainment. Puzzle. Strategy,3/05/2015,10/09/2015
Gem Pop: Ultimate Popper Mania,4,3306,0,Yes,4+,EN. FR. DE. JA. KO. ZH,33796096, Strategy. Puzzle,7/03/2015,7/03/2015
Hidden Objects Of Feed The Animals,4,3306,0,Yes,4+,EN,28545024, Puzzle. Strategy,1/03/2015,1/03/2015
Checkers\xb3,4,3306,0.99,No,4+,EN,22615040, Entertainment. Board. Strategy,8/04/2015,31/05/2018
Stars & Black Holes,4,3306,0.99,No,4+,EN,15894528, Strategy,8/03/2015,18/07/2017
Magic Heroes: RPG PvP quests,4.5,208,0,Yes,9+,DA. EN. FR. DE. ID. IT. NB. PL. PT. RU. ES. SV. TR. UK,206144512, Role Playing. Strategy. Entertainment,25/05/2016,3/11/2016
Battle of Towers and Giants Free,4,3306,0,Yes,9+,EN,64806912, Strategy. Entertainment. Casual,6/04/2015,6/04/2015
Expert Plumber Puzzle - Fix The Pipe-line Crack,4.5,1108,0,Yes,4+,EN,87710720, Entertainment. Puzzle. Strategy,22/09/2015,17/01/2017
Reach 99,4,3306,0,No,4+,EN,3321856, Strategy. Entertainment. Puzzle,18/02/2015,12/05/2015
Pico Pets Puzzle - Monster Match-3 Game,4.5,79,0,Yes,4+,EN,49799168, Strategy. Puzzle. Entertainment,4/03/2015,4/03/2015
Cucumber Fields,4,3306,0.99,No,4+,EN,22419456, Strategy. Sports,24/12/2018,24/12/2018
10x10 Matrix,3.5,248,0,Yes,4+,EN,136123392, Entertainment. Strategy. Board,18/02/2015,22/05/2019
Stick Stack,4.5,7,0,No,4+,EN,9584640, Strategy. Puzzle,11/02/2015,11/02/2015
Phylo DNA Puzzle,2.5,5,0,No,4+,ZH. EN. FR. RU. ZH. ES,127237120, Puzzle. Strategy,9/03/2015,9/05/2019
Crafting My Empire,3,15,0,No,9+,EN,159739904,Entertainment. Adventure. Strategy. ,15/04/2015,19/08/2015
Penguins Warehouse 2,4,3306,0,Yes,4+,EN,59809792, Strategy. Family. Entertainment,14/03/2015,14/03/2015
Penguins Vacation 2,4,3306,0,Yes,4+,EN,57257984, Family. Entertainment. Strategy,20/03/2015,20/03/2015
Candy Tic Tac Toe,4,3306,0,No,4+,EN,10649600, Board. Strategy,15/02/2015,15/02/2015
Neighbours Revenge,3,15,0,Yes,9+,EN. FR. DE. IT. JA. KO. PT. RU. ZH. ES. ZH,209715200, Casual. Strategy,15/02/2015,23/05/2019
Fantasy Defense Quest,4,3306,0,Yes,4+,EN,231413760, Casual. Strategy,2/07/2015,26/11/2016
CircleHero - Two in one,4.5,13,0,Yes,4+,EN,31211520, Entertainment. Puzzle. Strategy,3/04/2015,3/04/2015
Age of War,4.5,1339,0,Yes,9+,EN,127156224, Strategy. Action,25/05/2015,11/09/2017
2048 match,4,3306,0,No,4+,EN,3715072, Puzzle. Strategy,17/12/2016,17/12/2016
Rudoku,5,21,0,No,4+,EN,31305728, Strategy. Entertainment. Puzzle,9/10/2015,27/10/2015
Fruit Drop : Catch Falling Fruits and Nuts!,4,3306,0,No,4+,EN,12926976, Strategy. Entertainment. Family,22/02/2015,22/02/2015
Condo Tower - Build a Small Skyscraper,4,3306,0,Yes,4+,EN,16982016, Entertainment. Strategy. Family,19/02/2015,19/02/2015
Island Tribe 5 (Freemium),4,84,0,Yes,4+,EN. FR. DE. IT. RU. ES,512106496, Strategy. Adventure,3/10/2015,24/08/2016
100 Deflated Footballs - Catch All The Deflated Footballs Before The Referees Catch You - DeflateGate,4,3306,0,Yes,4+,EN,15187968, Simulation. Sports. Strategy,20/02/2015,23/05/2015
MahJong Top,4,3306,0,No,4+,EN,69512192, Strategy. Card,20/02/2015,4/03/2018
Shoot Alien Back Home,4,3306,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,18121728, Strategy. Simulation,21/02/2015,16/12/2015
"""Jocly 9 Men's Morris""",4,3306,0,Yes,4+,EN,24436736, Board. Strategy,15/02/2015,15/02/2015
Jocly Four in a Row,4,3306,0,Yes,4+,EN,18018304, Strategy. Board,15/02/2015,15/02/2015
Jocly,4,3306,0,Yes,4+,EN,104558592, Strategy. Board,15/02/2015,15/02/2015
"""Number's Game""",4,3306,0,No,4+,EN,12251136, Education. Strategy. Card,25/02/2015,25/02/2015
SambaSim,4,3306,0,No,9+,EN,564442112, Simulation. Entertainment. Strategy,2/04/2015,4/05/2016
Oopsie Daisy Free Dice Game,4,3306,0,Yes,12+,EN,64602112, Strategy. Entertainment,28/07/2015,28/07/2015
Card Shark 21 Free Blackjack,4,3306,0,Yes,12+,EN,75902976, Strategy. Card. Entertainment,6/05/2015,6/05/2015
Eat Fruit Link Link,4,5,0,No,4+,EN,56774656, Strategy. Puzzle,27/02/2015,21/09/2017
Lucky Dog Slots,4,3306,0,Yes,12+,EN,65798144, Casino. Strategy. Entertainment,10/04/2015,1/05/2015
Gem Quest - Jewel Games Puzzle,5,969,0,Yes,4+,EN,94669824, Puzzle. Strategy. Entertainment,18/02/2015,8/10/2018
Plane Wars RTS,4.5,5,0,Yes,4+,EN,47665152, Strategy. Role Playing,20/02/2015,20/02/2015
FlipPix Art - Town Square,4,3306,1.99,No,4+,EN,38207488, Puzzle. Strategy. Entertainment,18/02/2015,18/02/2015
Dream Travel Agency!,4.5,181,0,Yes,4+,EN. JA. KO,143091712, Strategy. Entertainment. Simulation,29/03/2015,18/04/2018
Penguin Air Jump: Tap to Escape,4,3306,0,Yes,4+,EN,43339776, Strategy. Puzzle,1/03/2015,1/03/2015
Direwolf Run - Legend of Thrones,4,3306,0,Yes,4+,EN,198128640, Action. Strategy. Entertainment,10/05/2015,19/10/2016
Hotdog Shop,4,3306,0,No,4+,EN. KO. ZH. ZH,54174720, Simulation. Strategy,4/03/2015,14/12/2017
Island Tribe 5,4.5,98,0,No,4+,EN. FR. DE. IT. RU. ES,528883712, Strategy. Adventure,18/09/2015,18/09/2015
Space flight control,4,3306,0,No,4+,EN,7421952, Strategy. Simulation,17/12/2016,17/12/2016
Airport plane control,2,5,0,No,4+,EN,4849664, Strategy. Action,17/12/2016,17/12/2016
Snack time - gather all acorns,4,3306,0,No,4+,EN,6123520, Puzzle. Strategy,17/12/2016,17/12/2016
Yummy taco gaucho,4,3306,0,No,4+,EN,8253440, Strategy. Simulation,17/12/2016,17/12/2016
Space party - clear the blocks,4,3306,0,No,4+,EN,5820416, Strategy. Action,16/12/2016,16/12/2016
Bomb bot inc,4,3306,0,No,4+,EN,10657792, Strategy. Action,17/12/2016,17/12/2016
"""Cops and Donuts! Don't block the lines""",4,104,0,Yes,4+,NL. EN. FR. DE. IT. JA. KO. PT. RU. ZH. ES,102133760, Entertainment. Strategy. Puzzle,7/05/2015,13/05/2015
Zombie Shooter - Stop The Bubble War!,4,3306,0,Yes,4+,EN,18104320, Strategy. Family. Entertainment,11/03/2015,11/03/2015
Super Gem Quest 2 Blast Mania,5,379,0,Yes,4+,EN,86076416, Strategy. Entertainment. Puzzle,21/03/2015,29/03/2018
Tank Madness Blitz,4.5,19,0,Yes,9+,EN,191568896, Strategy. Simulation. Entertainment,5/03/2015,26/02/2019
3D Car Park-ing School Simulator Whiz Lite,4,3306,0,Yes,4+,EN,120315904, Music. Strategy. Simulation,28/02/2015,28/02/2015
Slangle,5,11,0,Yes,4+,EN,5992448, Puzzle. Strategy,26/03/2015,26/03/2015
Prodigy:,4.5,35,0,Yes,4+,EN,4259840, Strategy. Casual,16/04/2015,30/04/2015
Back To Jail,4,3306,0,Yes,4+,EN,32808960, Entertainment. Strategy. Puzzle,19/06/2015,19/06/2015
Chains of Darkness Free RPG + CCG,4,160,0,Yes,12+,EN,400276480, Strategy. Role Playing,11/03/2015,16/12/2015
Shoot Shoot Shoot,4,8,0,Yes,4+,EN,33992704, Entertainment. Strategy. Adventure,1/04/2015,1/04/2015
Cow Sniper,4.5,10,0,Yes,12+,EN,25903104, Entertainment. Action. Strategy,5/03/2015,18/03/2015
Kitten Escape Game,4,3306,0,Yes,4+,EN,30019584,Entertainment. Puzzle.  Strategy,27/05/2015,27/05/2015
Construction Truck Parking Lot Zone,4,3306,0,Yes,4+,EN,26206208, Casual. Strategy,28/02/2015,28/02/2015
Through the Ages,5,3032,9.99,No,12+,EN,141586432, Strategy. Board,15/09/2017,4/02/2019
Crossy Chick Running,3.5,8,0,No,4+,EN,16911360, Simulation. Strategy,20/02/2015,26/05/2019
RGB - Color Reflex Game,5,6,0,Yes,4+,EN,4365312, Entertainment. Strategy. Casual,18/02/2015,17/01/2017
Farm Spin Fever Frenzy,4,3306,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,12860416, Simulation. Strategy,20/02/2015,12/12/2015
Monster Swing Fight,4,3306,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,8830976, Strategy. Role Playing,20/02/2015,29/09/2015
Super Gem Quest 3 - Diamond Match 3 Crush Mania,4,3306,0,Yes,4+,EN,154398720, Strategy. Puzzle. Entertainment,9/03/2015,20/07/2016
Candy Land Rush! Sweet Sugar Town Matching Puzzle Game,4,3306,0,Yes,4+,EN,28487680, Puzzle. Entertainment. Strategy,4/04/2015,4/04/2015
Fort Meow,4,20,3.99,No,4+,EN,174784512, Entertainment. Strategy. Adventure,24/06/2015,30/06/2015
Pyramid Solitaire - Classic Game Collection,4,19,0,No,4+,EN,26545152, Entertainment. Puzzle. Strategy,22/02/2015,8/12/2015
Mecha Match,4.5,9,0,Yes,4+,EN,339969024, Strategy. Puzzle,26/02/2015,25/07/2017
Kings Hero:Turn Based Strategy,4,12,1.99,No,9+,EN. RU,40927232, Strategy. Role Playing,3/07/2015,27/07/2019
Cover the Color,5,20,0,Yes,4+,EN,14273536, Entertainment. Casual. Strategy,6/03/2015,23/08/2018
Accordion Solitaire & Variants,4,3306,0,No,4+,EN,20452352, Entertainment. Strategy. Card,27/05/2016,21/09/2017
Miss Milligan,4,3306,0,No,4+,EN,21947392, Card. Entertainment. Strategy,5/02/2016,2/02/2019
40 Thieves Solitaire,4,3306,0,No,4+,EN,19831808, Strategy. Entertainment. Card,30/05/2015,7/12/2018
Farkle - Classic Dice Game,4,3306,0,No,4+,EN,14868480, Entertainment. Strategy,13/03/2015,6/02/2016
Colorado Solitaire - Classic,4,3306,0,No,4+,EN,23137280, Card. Entertainment. Strategy,10/09/2015,6/02/2019
First Person Soba,3.5,17,0,No,4+,EN,73878528, Action. Strategy,1/03/2015,2/06/2018
Pantagu - an exciting twist on the classic Tic Tac Toe game for Apple Watch,4.5,14,0,Yes,4+,EN,70737920,Entertainment. Action.  Strategy,14/04/2015,17/04/2015
Memoreon,4,3306,0.99,No,4+,EN,61144064, Puzzle. Strategy,14/05/2015,19/10/2016
Crossy the Bridge,4,3306,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,8355840, Strategy. Simulation,22/02/2015,9/11/2015
Joyful Flying Fairy,4,3306,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,12316672, Strategy. Role Playing,22/02/2015,22/02/2015
Vikings: War of Clans,4.5,18176,0,Yes,9+,EN. FR. DE. IT. JA. KO. RU. ES. TR,214063104, Action. Strategy,15/08/2015,1/08/2019
"Calculator for ""SimCity BuildIt""",2,10,0,Yes,4+,EN,7589888, Simulation. Utilities. Strategy,8/07/2015,4/09/2015
Space Miner Wars,4,787,0,Yes,9+,EN. FR. DE. IT. PT. RU. ES,181446656, Strategy. Action,8/10/2015,15/12/2017
Anger Squash Out,2.5,10,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,7745536, Role Playing. Strategy,27/02/2015,10/11/2015
Teddy Bear Run and Battle,4,3306,0,No,4+,AR. CA. CS. DA. NL. EN. FI. FR. DE. EL. HE. HU. ID. IT. JA. KO. MS. NB. PL. PT. RO. RU. ZH. SK. ES. SV. TH. ZH. TR. VI,24256512, Strategy. Adventure,26/02/2015,17/11/2015
Avernum 2: Crystal Souls HD,4.5,48,9.99,No,12+,EN,252826624, Role Playing. Strategy,15/04/2015,13/12/2016
Zombis VS Vampires,4,3306,0,No,9+,EN,44810240, Strategy. Puzzle. Entertainment,22/02/2015,22/02/2015
Food Court Hamburger Cooking,4.5,26165,0,Yes,4+,ZH. EN. FR. DE. IT. JA. KO. PT. RU. ES,590319616, Entertainment. Strategy. Casual,14/06/2015,23/09/2018
Sex Fail,4,3306,0,No,12+,EN,8470528, Strategy. Casual,6/03/2015,6/03/2015
Knight Life : Wind Up The Crazy Epic Dragon Storm,4,3306,0,No,4+,EN,19152896, Strategy. Entertainment. Family,26/02/2015,26/02/2015
